অ	ꯑ
কাইথোক্তুনা	ꯀꯥꯢꯊꯣꯛꯇꯨꯅꯥ
কাইথোক্লগা	ꯀꯥꯢꯊꯣꯀꯂꯒꯥ
কাইথোক্লবা	ꯀꯥꯢꯊꯣꯛꯂꯕꯥ
কাইথোক্লিবা	ꯀꯥꯢꯊꯣꯛꯂꯤꯕꯥ
কাইথোক্লুবদগী	ꯀꯥꯢꯊꯣꯛꯂꯨꯕꯗꯒꯤ
কাইথোক্লে	ꯀꯥꯢꯊꯣꯛꯂꯦ
কাইথোরকখিবা	ꯀꯥꯢꯊꯣꯔꯛꯈꯤꯕꯥ
কাইথোরক্লে	ꯀꯥꯢꯊꯣꯔꯛꯂꯦ
কাইদা	ꯀꯥꯢꯗꯥ
কাইদুনা	ꯀꯥꯢꯗꯨꯅꯥ
কাইনখিদুনা	ꯀꯥꯢꯟꯈꯤꯗꯨꯅꯥ
কাইনখ্রগা	ꯀꯥꯢꯅꯈ꯭ꯔꯒꯥ
কাইনখ্রবা	ꯀꯥꯢꯅꯈ꯭ꯔꯕꯥ
কাইনখ্রবী	ꯀꯥꯢꯅꯈ꯭ꯔꯕꯤ
কাইনথংদা	ꯀꯥꯢꯟꯊꯪꯗꯥ
কাইনথঙ্দা	ꯀꯥꯢꯟꯊꯪꯗꯥ
কাইনবা	ꯀꯥꯢꯅꯕꯥ
কাইনা	ꯀꯥꯢꯅꯥ
কাইনিংঙাইনি	ꯀꯥꯢꯅꯤꯡꯉꯥꯢꯅꯤ
কাইনৌ	ꯀꯥꯢꯅꯧ
কাইন্য	ꯀꯥꯢꯅ꯭ꯌ
কাইন্যগী	ꯀꯥꯢꯅ꯭ꯌꯒꯤ
কাইফুনদাই	ꯀꯥꯢꯐꯨꯟꯗꯥꯢ
কাইফুনদাইদা	ꯀꯥꯢꯐꯨꯟꯗꯥꯢꯗꯥ
কাইফুলদাই	ꯀꯥꯢꯐꯨꯜꯗꯥꯢ
কাইবা	ꯀꯥꯢꯕꯥ
কাইবি	ꯀꯥꯢꯕꯤ
কাইবীয়ানপাল	ꯀꯥꯢꯕꯤꯌꯥꯟꯄꯥꯜ
কাইমাই	ꯀꯥꯢꯃꯥꯢ
কাইমাইদা	ꯀꯥꯢꯃꯥꯢꯗꯥ
কাইমুর	ꯀꯥꯢꯃꯨꯔ
কাইরংদা	ꯀꯥꯢꯔꯪꯗꯥ
কাইরকপনা	ꯀꯥꯢꯔꯛꯄꯅꯥ
কাইরকলিবা	ꯀꯥꯢꯔꯛꯂꯤꯕꯥ
কাইরক্কনি	ꯀꯥꯢꯔꯛꯀꯅꯤ
কাইরবা	ꯀꯥꯢꯔꯕꯥ
কাইরেনবিখোক	ꯀꯥꯢꯔꯦꯟꯕꯤꯈꯣꯛ
কাইরোইদবনি	ꯀꯥꯢꯔꯣꯢꯗꯕꯅꯤ
কাইলাস	ꯀꯥꯢꯂꯥꯁ
কাইলুন	ꯀꯥꯢꯂꯨꯟ
কাইলুননচিংব	ꯀꯥꯢꯂꯨꯟꯅꯆꯤꯡꯕ
কাইলুননা	ꯀꯥꯢꯂꯨꯟꯅꯥ
কাইশা	ꯀꯥꯢꯁꯥ
কাইশানা	ꯀꯥꯢꯁꯥꯅꯥ
কাইশাসু	ꯀꯥꯢꯁꯥꯁꯨ
কাইশ্যবু	ꯀꯥꯢꯁ꯭ꯌꯕꯨ
কাইসনা	ꯀꯥꯢꯁꯅꯥ
কাইসু	ꯀꯥꯢꯁꯨ
কাইস্যনা	ꯀꯥꯢꯁ꯭ꯌꯅꯥ
কাইহৌরকপা	ꯀꯥꯢꯍꯧꯔꯛꯄꯥ
কাইহৌরক্লবদি	ꯀꯥꯢꯍꯧꯔꯛꯂꯕꯗꯤ
কাইহৌরোই	ꯀꯥꯢꯍꯧꯔꯣꯢ
কাউ	ꯀꯥꯎ
কাউইনহে	ꯀꯥꯎꯏꯅꯍꯦ
কাউইন্হে	ꯀꯥꯎꯏꯟꯍꯦ
কাউখ্রে	ꯀꯥꯎꯈ꯭ꯔꯦ
কাউঙমলরোইদবা	ꯀꯥꯎꯉꯝꯔꯣꯢꯗꯕꯥ
কাউজাও	ꯀꯥꯎꯖꯥꯎ
কাউথোকপদি	ꯀꯥꯎꯊꯣꯛꯄꯗꯤ
কাউথোকপা	ꯀꯥꯎꯊꯣꯛꯄꯥ
কাউথোকপীবগুম	ꯀꯥꯎꯊꯣꯛꯄꯤꯕꯒꯨꯝ
কাউথোকফম	ꯀꯥꯎꯊꯣꯛꯐꯝ
কাউথোক্তুনা	ꯀꯥꯎꯊꯣꯛꯇꯨꯅꯥ
কাউথোক্নদুনা	ꯀꯥꯎꯊꯣꯛꯅꯗꯨꯅꯥ
কাউথোক্লোইদবনি	ꯀꯥꯎꯊꯣꯛꯂꯣꯢꯗꯕꯅꯤ
কাউনরক্লে	ꯀꯥꯎꯅꯔꯛꯂꯦ
কাউনসিল	ꯀꯥꯎꯟꯁꯤꯜ
কাউনাগী	ꯀꯥꯎꯅꯥꯒꯤ
কাউন্টর	ꯀꯥꯎꯟꯇꯔ
কাউন্টিং	ꯀꯥꯎꯟꯇꯤꯡ
কাউন্তর	ꯀꯥꯎꯟꯇꯔ
কাউন্তরদা	ꯀꯥꯎꯟꯇꯔꯗꯥ
কাউন্তিং	ꯀꯥꯎꯟꯇꯤꯡ
কাউন্সল	ꯀꯥꯎꯟꯁꯜ
কাউন্সিল	ꯀꯥꯎꯟꯁꯤꯜ
কাউন্সিলগা	ꯀꯥꯎꯟꯁꯤꯜꯒꯥ
কাউন্সিলগী	ꯀꯥꯎꯟꯁꯤꯜꯒꯤ
কাউন্সিলগীসু	ꯀꯥꯎꯟꯁꯤꯜꯒꯤꯁꯨ
কাউন্সিলদা	ꯀꯥꯎꯟꯁꯤꯜꯗꯥ
কাউন্সিলনসু	ꯀꯥꯎꯟꯁꯤꯜꯅꯁꯨ
কাউন্সিলনা	ꯀꯥꯎꯟꯁꯤꯜꯅꯥ
কাউন্সিলবু	ꯀꯥꯎꯟꯁꯤꯜꯕꯨ
কাউন্সিলর	ꯀꯥꯎꯟꯁꯤꯂꯔ
কাউন্সিলশিং	ꯀꯥꯎꯟꯁꯤꯜꯁꯤꯡ
কাউন্সিলশিংগা	ꯀꯥꯎꯟꯁꯤꯜꯁꯤꯡꯒꯥ
কাউন্সিলশিংগী	ꯀꯥꯎꯟꯁꯤꯜꯁꯤꯡꯒꯤ
কাউন্সিলশিংদসু	ꯀꯥꯎꯟꯁꯤꯜꯁꯤꯡꯗꯁꯨ
কাউন্সিলশিংদা	ꯀꯥꯎꯟꯁꯤꯜꯁꯤꯡꯗꯥ
কাউন্সিলশিংনা	ꯀꯥꯎꯟꯁꯤꯜꯁꯤꯡꯅꯥ
কাউন্সিলস	ꯀꯥꯎꯟꯁꯤꯜꯁ
কাউন্সিলসদা	ꯀꯥꯎꯟꯁꯤꯜꯁꯗꯥ
কাউন্সিল্লর	ꯀꯥꯎꯟꯁꯤꯜꯂꯔ
কাউন্সিল্লরশিং	ꯀꯥꯎꯟꯁꯤꯜꯂꯔꯁꯤꯡ
কাউন্সিল্লরশিংগী	ꯀꯥꯎꯟꯁꯤꯜꯂꯔꯁꯤꯡꯒꯤ
কাউন্সিল্লরশিংসু	ꯀꯥꯎꯟꯁꯤꯜꯂꯔꯁꯤꯡꯁꯨ
কাউন্সিল্লিং	ꯀꯥꯎꯟꯁꯤꯜꯂꯤꯡ
কাউন্সিল্লিংগী	ꯀꯥꯎꯟꯁꯤꯜꯂꯤꯡꯒꯤ
কাউন্সেলিং	ꯀꯥꯎꯟꯁꯦꯂꯤꯡ
কাউন্সেলিংগী	ꯀꯥꯎꯟꯁꯦꯂꯤꯡꯒꯤ
কাউন্সেল্লর	ꯀꯥꯎꯟꯁꯦꯜꯂꯔ
কাউন্সেল্লিং	ꯀꯥꯎꯟꯁꯦꯜꯂꯤꯡ
কাউন্সেল্লিংগী	ꯀꯥꯎꯟꯁꯦꯜꯂꯤꯡꯒꯤ
কাউন্সেল্লিংদা	ꯀꯥꯎꯟꯁꯦꯜꯂꯤꯡꯗꯥ
কাউফম	ꯀꯥꯎꯐꯝ
কাউবা	ꯀꯥꯎꯕꯥ
কাউবিদনবা	ꯀꯥꯎꯕꯤꯗꯅꯕꯥ
কাউবিরোইদবনি	ꯀꯥꯎꯕꯤꯔꯣꯢꯗꯕꯅꯤ
কাউবীগনু	ꯀꯥꯎꯕꯤꯒꯅꯨ
কাউবীদনবসু	ꯀꯥꯎꯕꯤꯗꯅꯕꯁꯨ
কাউরেসে	ꯀꯥꯎꯔꯦꯁꯦ
কাউরোই	ꯀꯥꯎꯔꯣꯢ
কাউরোইদবনি	ꯀꯥꯎꯔꯣꯢꯗꯕꯅꯤ
কাউরোইদবা	ꯀꯥꯎꯔꯣꯢꯗꯕꯥ
কাউরোইশি	ꯀꯥꯎꯔꯣꯢꯁꯤ
কাউসেল্লিংনচিংবা	ꯀꯥꯎꯁꯦꯜꯂꯤꯡꯅꯆꯤꯡꯕꯥ
কাওথোক্তুনা	ꯀꯥꯎꯊꯣꯛꯇꯨꯅꯥ
কাওফম	ꯀꯥꯎꯐꯝ
কাওবদগী	ꯀꯥꯎꯕꯗꯒꯤ
কাওবা	ꯀꯥꯎꯕꯥ
কাওরুবু	ꯀꯥꯎꯔꯨꯕꯨ
কাওরোইদবনি	ꯀꯥꯎꯔꯣꯢꯗꯕꯅꯤ
কাক	ꯀꯥꯛ
কাকায়রদা	ꯀꯥꯀꯥꯢꯔꯗꯥ
কাক্	ꯀꯥꯛ
কাক্ফৈ	ꯀꯥꯛꯐꯩ
কাক্ফৈজাওবী	ꯀꯥꯛꯐꯩꯖꯥꯎꯕꯤ
কাখত্খ্রে	ꯀꯥꯈꯠꯈ꯭ꯔꯦ
কাখত্খ্রেদো	ꯀꯥꯈꯠꯈ꯭ꯔꯦꯗꯣ
কাখত্তুনা	ꯀꯥꯈꯠꯇꯨꯅꯥ
কাখত্পগা	ꯀꯥꯈꯠꯄꯒꯥ
কাখত্পা	ꯀꯥꯈꯠꯄꯥ
কাখত্লক্এ	ꯀꯥꯈꯠꯂꯛꯑꯦ
কাখত্লক্খিদ্রে	ꯀꯥꯈꯠꯂꯛꯈꯤꯗ꯭ꯔꯦ
কাখত্লক্পগা	ꯀꯥꯈꯠꯂꯛꯄꯒꯥ
কাখত্লক্পগী	ꯀꯥꯈꯠꯂꯛꯄꯒꯤ
কাখত্লক্পদা	ꯀꯥꯈꯠꯂꯛꯄꯗꯥ
কাখত্লক্লে	ꯀꯥꯈꯠꯂꯛꯂꯦ
কাখত্লগা	ꯀꯥꯈꯠꯂꯒꯥ
কাখত্লি	ꯀꯥꯈꯠꯂꯤ
কাখত্লুরগা	ꯀꯥꯈꯠꯂꯨꯔꯒꯥ
কাখি	ꯀꯥꯈꯤ
কাখিনবগী	ꯀꯥꯈꯤꯅꯕꯒꯤ
কাখিবনা	ꯀꯥꯈꯤꯕꯅꯥ
কাখিবনি	ꯀꯥꯈꯤꯕꯅꯤ
কাখিবা	ꯀꯥꯈꯤꯕꯥ
কাখিবী	ꯀꯥꯈꯤꯕꯤ
কাখ্রবনি	ꯀꯥꯈ꯭ꯔꯕꯅꯤ
কাখ্রবা	ꯀꯥꯈ꯭ꯔꯕꯥ
কাখ্রবী	ꯀꯥꯈ꯭ꯔꯕꯤ
কাখ্রে	ꯀꯥꯈ꯭ꯔꯦ
কাখৎখিবা	ꯀꯥꯈꯠꯈꯤꯕꯥ
কাখৎলিবা	ꯀꯥꯈꯠꯂꯤꯕꯥ
কাগদবনি	ꯀꯥꯒꯗꯕꯅꯤ
কাগদৌরি	ꯀꯥꯒꯗꯧꯔꯤ
কাগনি	ꯀꯥꯒꯅꯤ
কাগীয়া	ꯀꯥꯒꯤꯌꯥ
কাগে	ꯀꯥꯒꯦ
কাগো	ꯀꯥꯒꯣ
কাঙবম	ꯀꯥꯡꯕꯝ
কাঙবু	ꯀꯥꯡꯕꯨ
কাঙবুশিংনা	ꯀꯥꯡꯕꯨꯁꯤꯡꯅꯥ
কাঙম	ꯀꯥꯉꯝ
কাঙলোন	ꯀꯥꯡꯂꯣꯟ
কাঙা	ꯀꯥꯉꯥ
কাঙু	ꯀꯥꯉꯨ
কাঙ্খল	ꯀꯥꯡꯈꯜ
কাঙ্খল্দা	ꯀꯥꯡꯈꯜꯗꯥ
কাঙ্খুন	ꯀꯥꯡꯈꯨꯟ
কাঙ্খুন্দা	ꯀꯥꯡꯈꯨꯟꯗꯥ
কাঙ্গুপ	ꯀꯥꯡꯒꯨꯞ
কাঙ্জৈ	ꯀꯥꯡꯖꯩ
কাঙ্জৈগা	ꯀꯥꯡꯖꯩꯒꯥ
কাঙ্জৈগী	ꯀꯥꯡꯖꯩꯒꯤ
কাঙ্জৈবুংদু	ꯀꯥꯡꯖꯩꯕꯨꯡꯗꯨ
কাঙ্জৈবুঙ্দা	ꯀꯥꯡꯖꯩꯕꯨꯡꯗꯥ
কাঙ্জৈবুঙ্দু	ꯀꯥꯡꯖꯩꯕꯨꯡꯗꯨ
কাঙ্জৈরোয়্শিং	ꯀꯥꯡꯖꯩꯔꯣꯢꯁꯤꯡ
কাঙ্জৈরোয়্শিংগী	ꯀꯥꯡꯖꯩꯔꯣꯢꯁꯤꯡꯒꯤ
কাঙ্দোং	ꯀꯥꯡꯗꯣꯡ
কাঙ্দ্রুম	ꯀꯥꯡꯗ꯭ꯔꯨꯝ
কাঙ্দ্রুম্	ꯀꯥꯡꯗ꯭ꯔꯨꯝ
কাঙ্দ্রুম্গবুদি	ꯀꯥꯡꯗ꯭ꯔꯨꯝꯒꯕꯨꯗꯤ
কাঙ্দ্রুম্না	ꯀꯥꯡꯗ꯭ꯔꯨꯝꯅꯥ
কাঙ্বুদি	ꯀꯥꯡꯕꯨꯗꯤ
কাঙ্লুপ	ꯀꯥꯡꯂꯨꯞ
কাঙ্লুপ্তা	ꯀꯥꯡꯂꯨꯞꯇꯥ
কাঙ্লুপ্নি	ꯀꯥꯡꯂꯨꯞꯅꯤ
কাঙ্লো	ꯀꯥꯡꯂꯣ
কাঙ্হু	ꯀꯥꯡꯍꯨ
কাচি	ꯀꯥꯆꯤ
কাচিন	ꯀꯥꯆꯤꯟ
কাচিনেনা	ꯀꯥꯆꯤꯅꯦꯅꯥ
কাচিন্দা	ꯀꯥꯆꯤꯟꯗꯥ
কাচেংনা	ꯀꯥꯆꯦꯡꯅꯥ
কাচেংলায়্বগী	ꯀꯥꯆꯦꯡꯂꯥꯢꯕꯒꯤ
কাচেংলায়্বদি	ꯀꯥꯆꯦꯡꯂꯥꯢꯕꯗꯤ
কাচেংলায়্বা	ꯀꯥꯆꯦꯡꯂꯥꯢꯕꯥ
কাজখস্তানগী	ꯀꯥꯖꯈꯁꯇꯥꯟꯒꯤ
কাজাউ	ꯀꯥꯖꯥꯎ
কাজাকস্তানগী	ꯀꯥꯖꯥꯀꯁꯇꯥꯟꯒꯤ
কাজাকস্থান	ꯀꯥꯖꯥꯀꯁꯊꯥꯟ
কাজাগস্থান	ꯀꯥꯖꯥꯒꯁꯊꯥꯟ
কাজাভেট	ꯀꯥꯖꯥꯚꯦꯇ
কাজিকিস্তানগী	ꯀꯥꯖꯤꯀꯤꯁꯇꯥꯟꯒꯤ
কাজিগুন্দ	ꯀꯥꯖꯤꯒꯨꯟ꯭ꯗ
কাজিরঙ্গ	ꯀꯥꯖꯤꯔꯪꯒ
কাজিরঙ্গল	ꯀꯥꯖꯤꯔꯪꯒꯜ
কাজিরঙ্গা	ꯀꯥꯖꯤꯔꯪꯒꯥ
কাঞ্চিপুর	ꯀꯥꯟꯆꯤꯄꯨꯔ
কাঞ্চিপুরদা	ꯀꯥꯟꯆꯤꯄꯨꯔꯗꯥ
কাঞ্চিপুরমদা	ꯀꯥꯟꯆꯤꯄꯨꯔꯝꯗꯥ
কাডা	ꯀꯥꯗꯥ
কাডাগী	ꯀꯥꯗꯥꯒꯤ
কাডানা	ꯀꯥꯗꯥꯅꯥ
কাতিহার	ꯀꯥꯇꯤꯍꯥꯔ
কাতোরিয়া	ꯀꯥꯇꯣꯔꯤꯌꯥ
কাথি	ꯀꯥꯊꯤ
কাথিকো	ꯀꯥꯊꯤꯀꯣ
কাথুনিয়া	ꯀꯥꯊꯨꯅꯤꯌꯥ
কাথুনিয়াদসু	ꯀꯥꯊꯨꯅꯤꯌꯥꯗꯁꯨ
কাথুনিয়ানা	ꯀꯥꯊꯨꯅꯤꯌꯥꯅꯥ
কাথুৱা	ꯀꯥꯊꯨꯋꯥ
কাথোক্তুনা	ꯀꯥꯊꯣꯛꯇꯨꯅꯥ
কাথোক্পদা	ꯀꯥꯊꯣꯛꯄꯗꯥ
কাদনবা	ꯀꯥꯗꯟꯕꯥ
কাদবা	ꯀꯥꯗꯕꯥ
কাদর	ꯀꯥꯗꯔ
কাদরগী	ꯀꯥꯗꯔꯒꯤ
কাদরশিং	ꯀꯥꯗꯔꯁꯤꯡ
কাদশিং	ꯀꯥꯗꯁꯤꯡ
কাদা	ꯀꯥꯗꯥ
কাদানা	ꯀꯥꯗꯥꯅꯥ
কাদিপোরাদগী	ꯀꯥꯗꯤꯄꯣꯔꯥꯗꯒꯤ
কাদিলা	ꯀꯥꯗꯤꯂꯥ
কাদিলাগী	ꯀꯥꯗꯤꯂꯥꯒꯤ
কাদুকো	ꯀꯥꯗꯨꯀꯣ
কাদুনা	ꯀꯥꯗꯨꯅꯥ
কাদ্রবসু	ꯀꯥꯗ꯭ꯔꯕꯁꯨ
কাধিমিনা	ꯀꯥꯙꯤꯃꯤꯅꯥ
কানকারিয়া	ꯀꯥꯟꯀꯥꯔꯤꯌꯥ
কানঙম	ꯀꯥꯟꯉꯝ
কানপুর	ꯀꯥꯟꯄꯨꯔ
কানপুরগী	ꯀꯥꯟꯄꯨꯔꯒꯤ
কানপুরদা	ꯀꯥꯟꯄꯨꯔꯗꯥ
কানবনি	ꯀꯥꯅꯕꯅꯤ
কানবসু	ꯀꯥꯅꯕꯁꯨ
কানবা	ꯀꯥꯟꯕꯥ
কানরকপা	ꯀꯥꯅꯔꯛꯄꯥ
কানহনগনি	ꯀꯥꯟꯍꯟꯒꯅꯤ
কানা	ꯀꯥꯅꯥ
কানাগৱা	ꯀꯥꯅꯥꯒꯋꯥ
কানাডা	ꯀꯥꯅꯥꯗꯥ
কানাদা	ꯀꯥꯅꯥꯗꯥ
কানাদাগী	ꯀꯥꯅꯥꯗꯥꯒꯤ
কানারাগী	ꯀꯥꯅꯥꯔꯥꯒꯤ
কানি	ꯀꯥꯅꯤ
কানিমোজি	ꯀꯥꯅꯤꯃꯣꯖꯤ
কানুরদা	ꯀꯥꯅꯨꯔꯗꯥ
কানেম	ꯀꯥꯅꯦꯝ
কান্টনা	ꯀꯥꯟ꯭ꯇꯅꯥ
কান্টসু	ꯀꯥꯟ꯭ꯇꯁꯨ
কান্তাফোন	ꯀꯥꯟꯇꯥꯐꯣꯟ
কান্তিকা	ꯀꯥꯟꯇꯤꯀꯥ
কান্তিদা	ꯀꯥꯟꯇꯤꯗꯥ
কান্তিন	ꯀꯥꯟꯇꯤꯟ
কান্তিলাল	ꯀꯥꯟꯇꯤꯂꯥꯂ
কান্থিদা	ꯀꯥꯟꯊꯤꯗꯥ
কান্থোরক্পদা	ꯀꯥꯟꯊꯣꯔꯛꯄꯗꯥ
কান্দপাল	ꯀꯥꯟꯗꯄꯥꯜ
কান্দপালগসু	ꯀꯥꯟꯗꯄꯥꯜꯒꯁꯨ
কান্দলা	ꯀꯥꯟꯗꯂꯥ
কান্দা	ꯀꯥꯟꯗꯥ
কান্দারগী	ꯀꯥꯟꯗꯥꯔꯒꯤ
কান্দারদা	ꯀꯥꯟꯗꯥꯔꯗꯥ
কান্দাহার	ꯀꯥꯟꯗꯥꯍꯥꯔ
কান্নখি	ꯀꯥꯟꯅꯈꯤ
কান্নখিদ্রবোইরে	ꯀꯥꯟꯅꯈꯤꯗ꯭ꯔꯕꯣꯢꯔꯦ
কান্নখ্রবা	ꯀꯥꯟꯅꯈ꯭ꯔꯕꯥ
কান্নগদবা	ꯀꯥꯟꯅꯒꯗꯕꯥ
কান্নগনি	ꯀꯥꯟꯅꯒꯅꯤ
কান্নদগে	ꯀꯥꯟꯅꯗꯒꯦ
কান্নদনা	ꯀꯥꯟꯅꯗꯅꯥ
কান্নদবদগী	ꯀꯥꯟꯅꯗꯕꯗꯒꯤ
কান্নদবদা	ꯀꯥꯟꯅꯗꯕꯗꯥ
কান্নদবা	ꯀꯥꯟꯅꯗꯕꯥ
কান্নদে	ꯀꯥꯟꯅꯗꯦ
কান্নদ্রবা	ꯀꯥꯟꯅꯗ꯭ꯔꯕꯥ
কান্নদ্রে	ꯀꯥꯟꯅꯗ꯭ꯔꯦ
কান্ননবগীদমক	ꯀꯥꯟꯅꯅꯕꯒꯤꯗꯃꯛ
কান্ননবগীদমকনি	ꯀꯥꯟꯅꯅꯕꯒꯤꯗꯃꯛꯅꯤ
কান্ননবগীদমক্তা	ꯀꯥꯟꯅꯟꯕꯒꯤꯗꯃꯛꯇꯥ
কান্ননবতা	ꯀꯥꯟꯅꯟꯕꯇꯥ
কান্ননবা	ꯀꯥꯟꯅꯅꯕꯥ
কান্ননি	ꯀꯥꯟꯅꯅꯤ
কান্ননিংঙাই	ꯀꯥꯟꯅꯅꯤꯡꯉꯥꯢ
কান্নপোত্নত্তে	ꯀꯥꯟꯅꯄꯣꯠꯅꯠꯇꯦ
কান্নব	ꯀꯥꯟꯅꯕ
কান্নবগী	ꯀꯥꯟꯅꯕꯒꯤ
কান্নবগে	ꯀꯥꯟꯅꯕꯒꯦ
কান্নবদগী	ꯀꯥꯟꯅꯕꯗꯒꯤ
কান্নবদু	ꯀꯥꯟꯅꯕꯗꯨ
কান্নবনচিংবা	ꯀꯥꯟꯅꯕꯅꯆꯤꯡꯕꯥ
কান্নবনো	ꯀꯥꯟꯅꯕꯅꯣ
কান্নবশিং	ꯀꯥꯟꯅꯕꯁꯤꯡ
কান্নবশিংগী	ꯀꯥꯟꯅꯕꯁꯤꯡꯒꯤ
কান্নবসু	ꯀꯥꯟꯅꯕꯁꯨ
কান্নবা	ꯀꯥꯟꯅꯕꯥ
কান্নব্রা	ꯀꯥꯟꯅꯕ꯭ꯔꯥ
কান্নমিন্নবা	ꯀꯥꯟꯅꯃꯤꯟꯅꯕꯥ
কান্নরকপদা	ꯀꯥꯟꯅꯔꯛꯄꯗꯥ
কান্নরগা	ꯀꯥꯟꯅꯔꯒꯥ
কান্নরবা	ꯀꯥꯟꯅꯔꯕꯥ
কান্নররোই	ꯀꯥꯟꯅꯔꯔꯣꯢ
কান্নরে	ꯀꯥꯟꯅꯔꯦ
কান্নহনগনি	ꯀꯥꯟꯅꯍꯟꯒꯅꯤ
কান্নহনবতা	ꯀꯥꯟꯅꯍꯟꯕꯇꯥ
কান্নহনবা	ꯀꯥꯟꯅꯍꯟꯕꯥ
কান্নহল্লগনি	ꯀꯥꯟꯅꯍꯜꯂꯒꯅꯤ
কান্নহল্লি	ꯀꯥꯟꯅꯍꯜꯂꯤ
কান্নহল্লে	ꯀꯥꯟꯅꯍꯜꯂꯦ
কান্নাবা	ꯀꯥꯟꯅꯥꯕꯥ
কান্নৈ	ꯀꯥꯟꯅꯩ
কাপ	ꯀꯥꯞ
কাপকথোকপদা	ꯀꯥꯞꯀꯊꯣꯛꯄꯗꯥ
কাপকদগে	ꯀꯥꯞꯀꯗꯒꯦ
কাপকদবনি	ꯀꯥꯞꯀꯗꯕꯅꯤ
কাপকদবশিংগী	ꯀꯥꯞꯀꯗꯕꯁꯤꯡꯒꯤ
কাপকদবশিংনা	ꯀꯥꯞꯀꯗꯕꯁꯤꯡꯅꯥ
কাপকদবা	ꯀꯥꯞꯀꯗꯕꯥ
কাপকদৌরি	ꯀꯥꯞꯀꯗꯧꯔꯤ
কাপকদৌরিব	ꯀꯥꯞꯀꯗꯧꯔꯤꯕ
কাপকদৌরিবা	ꯀꯥꯞꯀꯗꯧꯔꯤꯕꯥ
কাপকদ্রা	ꯀꯥꯞꯀꯗ꯭ꯔꯥ
কাপকনি	ꯀꯥꯞꯀꯅꯤ
কাপকে	ꯀꯥꯞꯀꯦ
কাপখি	ꯀꯥꯞꯈꯤ
কাপখিবগা	ꯀꯥꯞꯈꯤꯕꯒꯥ
কাপখিবগী	ꯀꯥꯞꯈꯤꯕꯒꯤ
কাপখিবগে	ꯀꯥꯞꯈꯤꯕꯒꯦ
কাপখিবনা	ꯀꯥꯞꯈꯤꯕꯅꯥ
কাপখিবনি	ꯀꯥꯞꯈꯤꯕꯅꯤ
কাপখিবশিং	ꯀꯥꯞꯈꯤꯕꯁꯤꯡ
কাপখিবা	ꯀꯥꯞꯈꯤꯕꯥ
কাপখ্রবনি	ꯀꯥꯞꯈ꯭ꯔꯕꯅꯤ
কাপখ্রবা	ꯀꯥꯞꯈ꯭ꯔꯕꯥ
কাপখ্রে	ꯀꯥꯞꯈ꯭ꯔꯦ
কাপখৎখি	ꯀꯥꯞꯈꯠꯈꯤ
কাপখৎখ্রে	ꯀꯥꯞꯈꯠꯈ꯭ꯔꯦ
কাপতবশিং	ꯀꯥꯞꯇꯕꯁꯤꯡ
কাপতুনা	ꯀꯥꯞꯇꯨꯅꯥ
কাপত্রগদি	ꯀꯥꯞꯇ꯭ꯔꯒꯗꯤ
কাপত্রবদি	ꯀꯥꯞꯇ꯭ꯔꯕꯗꯤ
কাপত্রি	ꯀꯥꯞꯇ꯭ꯔꯤ
কাপত্রিঙৈ	ꯀꯥꯞꯇ꯭ꯔꯤꯉꯩ
কাপত্রিঙৈগী	ꯀꯥꯞꯇ꯭ꯔꯤꯉꯩꯒꯤ
কাপত্রিবশিংনি	ꯀꯥꯞꯇ꯭ꯔꯤꯕꯁꯤꯡꯅꯤ
কাপত্রিবা	ꯀꯥꯞꯇ꯭ꯔꯤꯕꯥ
কাপথোকখি	ꯀꯥꯞꯊꯣꯛꯈꯤ
কাপথোকখিবগা	ꯀꯥꯞꯊꯣꯛꯈꯤꯕꯒꯥ
কাপথোকখিবা	ꯀꯥꯞꯊꯣꯛꯈꯤꯕꯥ
কাপথোকখ্রবনি	ꯀꯥꯞꯊꯣꯛꯈ꯭ꯔꯕꯅꯤ
কাপথোকখ্রবা	ꯀꯥꯞꯊꯣꯛꯈ꯭ꯔꯕꯥ
কাপথোকখ্রে	ꯀꯥꯞꯊꯣꯛꯈ꯭ꯔꯦ
কাপথোকনবসু	ꯀꯥꯞꯊꯣꯛꯅꯕꯁꯨ
কাপথোকনবা	ꯀꯥꯞꯊꯣꯛꯅꯕꯥ
কাপথোকনিংবগী	ꯀꯥꯞꯊꯣꯛꯅꯤꯡꯕꯒꯤ
কাপথোকপ	ꯀꯥꯞꯊꯣꯛꯄ
কাপথোকপখক্তনা	ꯀꯥꯞꯊꯣꯛꯄꯈꯛꯇꯅꯥ
কাপথোকপগা	ꯀꯥꯞꯊꯣꯛꯄꯒꯥ
কাপথোকপগী	ꯀꯥꯞꯊꯣꯛꯄꯒꯤ
কাপথোকপগীদমক	ꯀꯥꯞꯊꯣꯛꯄꯒꯤꯗꯃꯛ
কাপথোকপদসু	ꯀꯥꯞꯊꯣꯛꯄꯗꯁꯨ
কাপথোকপদা	ꯀꯥꯞꯊꯣꯛꯄꯗꯥ
কাপথোকপনচিংবা	ꯀꯥꯞꯊꯣꯛꯄꯅꯆꯤꯡꯕꯥ
কাপথোকপনা	ꯀꯥꯞꯊꯣꯛꯄꯅꯥ
কাপথোকপনি	ꯀꯥꯞꯊꯣꯛꯄꯅꯤ
